
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 59
No. of Primary Outputs: 35
No. of Gates: 4454
No. of DFFs: 516
No. of Nodes: 10434
Execution Time: 1003800408 ns
Primary Inputs: test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	SC0	SC1
\DFF_211/Q_reg-SDFF-output-B	2	52	0	5
n2094	96	9	12	1
n754	9	51	1	5
\DFF_210/Q_reg-SDFF-output-B	2	53	0	6
n755	9	52	1	6
\DFF_209/Q_reg-SDFF-output-B	2	48	0	5
n756	9	47	1	5
\DFF_208/Q_reg-SDFF-output-B	2	43	0	5
n757	9	42	1	5
\DFF_207/Q_reg-SDFF-output-B	2	38	0	4
n758	9	37	1	4
\DFF_206/Q_reg-SDFF-output-B	2	33	0	4
n759	9	32	1	4
\DFF_205/Q_reg-SDFF-output-B	2	34	0	5
n760	9	33	1	5
\DFF_204/Q_reg-SDFF-output-B	2	29	0	4
n761	9	28	1	4
\DFF_203/Q_reg-SDFF-output-B	2	24	0	3
n1734	17	31	2	4
n762	9	23	1	3
\DFF_202/Q_reg-SDFF-output-B	2	19	0	2
n763	9	18	1	2
\DFF_201/Q_reg-SDFF-output-B	2	41	0	4
\DFF_200/Q_reg-SDFF-output-B	2	36	0	3
n764	9	35	1	3
\DFF_199/Q_reg-SDFF-output-B	2	31	0	3
g4898	23	33	2	4
n765	9	30	1	3
\DFF_198/Q_reg-SDFF-output-B	2	26	0	2
\DFF_197/Q_reg-SDFF-output-B	2	40	0	6
n766	9	39	1	6
\DFF_196/Q_reg-SDFF-output-B	2	35	0	5
n767	9	34	1	5
\DFF_195/Q_reg-SDFF-output-B	2	30	0	4
n1669	52	2	7	0
\DFF_194/Q_reg-SDFF-output-B	2	34	0	4
\DFF_193/Q_reg-SDFF-output-B	2	34	0	4
n1735	17	35	2	4
n2156	17	39	2	4
n1378	52	9	6	1
n1379	17	33	2	4
\DFF_192/Q_reg-SDFF-output-B	2	29	0	3
\DFF_191/Q_reg-SDFF-output-B	2	24	0	2
g7317	2	19	0	2
\DFF_190/Q_reg-SDFF-output-B	2	19	0	2
\DFF_189/Q_reg-SDFF-output-B	2	14	0	2
n1865	14	2	2	0
n769	9	13	1	2
\DFF_188/Q_reg-SDFF-output-B	2	9	0	1
\DFF_187/Q_reg-SDFF-output-B	2	24	0	3
n771	9	23	1	3
\DFF_186/Q_reg-SDFF-output-B	2	19	0	2
n772	9	18	1	2
\DFF_185/Q_reg-SDFF-output-B	2	29	0	4
n1214	17	28	2	3
\DFF_184/Q_reg-SDFF-output-B	2	24	0	3
n1997	17	31	2	4
g7325	2	19	0	2
\DFF_183/Q_reg-SDFF-output-B	2	19	0	2
\DFF_182/Q_reg-SDFF-output-B	2	35	0	4
n773	9	34	1	4
\DFF_181/Q_reg-SDFF-output-B	2	30	0	3
n774	9	29	1	3
\DFF_180/Q_reg-SDFF-output-B	2	25	0	2
n775	9	24	1	2
\DFF_179/Q_reg-SDFF-output-B	2	36	0	3
n776	9	35	1	3
\DFF_178/Q_reg-SDFF-output-B	2	31	0	3
n2137	9	127	1	14
n777	9	30	1	3
\DFF_177/Q_reg-SDFF-output-B	2	26	0	2
\DFF_176/Q_reg-SDFF-output-B	2	29	0	3
n2006	17	36	2	4
\DFF_175/Q_reg-SDFF-output-B	2	24	0	2
n778	9	23	1	2
\DFF_174/Q_reg-SDFF-output-B	2	33	0	3
n779	9	32	1	3
\DFF_173/Q_reg-SDFF-output-B	2	28	0	2
n780	9	27	1	2
\DFF_172/Q_reg-SDFF-output-B	2	28	0	4
n781	9	27	1	4
\DFF_171/Q_reg-SDFF-output-B	2	23	0	3
n782	9	22	1	3
\DFF_170/Q_reg-SDFF-output-B	2	18	0	2
n783	9	17	1	2
\DFF_169/Q_reg-SDFF-output-B	2	13	0	1
\DFF_168/Q_reg-SDFF-output-B	2	29	0	3
n1737	17	36	2	4
\DFF_167/Q_reg-SDFF-output-B	2	24	0	2
n784	9	23	1	2
\DFF_166/Q_reg-SDFF-output-B	2	19	0	2
\DFF_165/Q_reg-SDFF-output-B	2	24	0	2
g7309	2	19	0	2
\DFF_164/Q_reg-SDFF-output-B	2	19	0	2
\DFF_163/Q_reg-SDFF-output-B	2	35	0	2
n785	9	34	1	2
\DFF_162/Q_reg-SDFF-output-B	2	30	0	1
\DFF_161/Q_reg-SDFF-output-B	2	25	0	2
n786	9	24	1	2
\DFF_159/Q_reg-SDFF-output-B	2	25	0	4
n787	9	24	1	4
\DFF_158/Q_reg-SDFF-output-B	2	20	0	3
\DFF_157/Q_reg-SDFF-output-B	2	15	0	2
\DFF_156/Q_reg-SDFF-output-B	2	14	0	2
n788	9	13	1	2
\DFF_155/Q_reg-SDFF-output-B	2	9	0	1
\DFF_154/Q_reg-SDFF-output-B	2	19	0	2
\DFF_153/Q_reg-SDFF-output-B	2	19	0	3
n789	9	18	1	3
\DFF_152/Q_reg-SDFF-output-B	2	14	0	2
n790	9	13	1	2
\DFF_151/Q_reg-SDFF-output-B	2	9	0	1
\DFF_150/Q_reg-SDFF-output-B	2	38	0	4
\DFF_149/Q_reg-SDFF-output-B	2	33	0	3
n791	9	32	1	3
\DFF_148/Q_reg-SDFF-output-B	2	28	0	2
n1352	101	9	8	1
n792	9	27	1	2
\DFF_147/Q_reg-SDFF-output-B	2	24	0	3
n793	9	23	1	3
\DFF_146/Q_reg-SDFF-output-B	2	19	0	2
n1755	9	52	1	6
n794	9	18	1	2
\DFF_145/Q_reg-SDFF-output-B	2	24	0	3
n795	9	23	1	3
\DFF_143/Q_reg-SDFF-output-B	2	19	0	2
\DFF_142/Q_reg-SDFF-output-B	2	30	0	3
n1390	17	37	2	4
n1389	9	60	1	6
\DFF_141/Q_reg-SDFF-output-B	2	25	0	2
n796	9	24	1	2
\DFF_140/Q_reg-SDFF-output-B	2	20	0	2
\DFF_139/Q_reg-SDFF-output-B	2	15	0	2
\DFF_138/Q_reg-SDFF-output-B	2	10	0	1
\DFF_137/Q_reg-SDFF-output-B	2	36	0	4
\DFF_136/Q_reg-SDFF-output-B	2	36	0	4
n797	9	35	1	4
\DFF_135/Q_reg-SDFF-output-B	2	31	0	3
n798	9	30	1	3
\DFF_134/Q_reg-SDFF-output-B	2	26	0	2
\DFF_133/Q_reg-SDFF-output-B	2	24	0	3
n799	9	23	1	3
\DFF_132/Q_reg-SDFF-output-B	2	19	0	3
\DFF_131/Q_reg-SDFF-output-B	2	14	0	2
n800	9	13	1	2
\DFF_130/Q_reg-SDFF-output-B	2	9	0	1
\DFF_129/Q_reg-SDFF-output-B	2	26	0	2
n801	9	25	1	2
\DFF_128/Q_reg-SDFF-output-B	2	21	0	3
n1211	17	20	2	3
n802	9	20	1	3
\DFF_127/Q_reg-SDFF-output-B	2	16	0	2
n1598	16	2	2	0
\DFF_126/Q_reg-SDFF-output-B	2	27	0	3
n2201	27	2	3	0
n803	9	26	1	3
\DFF_125/Q_reg-SDFF-output-B	2	31	0	3
n804	9	30	1	3
\DFF_124/Q_reg-SDFF-output-B	2	26	0	2
\DFF_123/Q_reg-SDFF-output-B	2	31	0	3
\DFF_122/Q_reg-SDFF-output-B	2	26	0	2
n1228	61	2	7	0
\DFF_121/Q_reg-SDFF-output-B	2	21	0	1
\DFF_120/Q_reg-SDFF-output-B	2	24	0	3
n1335	23	17	3	2
\DFF_119/Q_reg-SDFF-output-B	2	19	0	2
n805	9	18	1	2
n806	9	24	1	2
\DFF_118/Q_reg-SDFF-output-B	2	25	0	2
\DFF_117/Q_reg-SDFF-output-B	2	20	0	1
\DFF_116/Q_reg-SDFF-output-B	2	38	0	4
n2159	17	36	2	4
\DFF_115/Q_reg-SDFF-output-B	2	35	0	4
n2026	17	31	2	5
n807	9	34	1	4
\DFF_114/Q_reg-SDFF-output-B	2	30	0	3
n2236	30	2	3	0
n2203	52	9	6	1
\DFF_113/Q_reg-SDFF-output-B	2	25	0	3
n1430	25	24	3	3
n808	9	24	1	3
\DFF_112/Q_reg-SDFF-output-B	2	20	0	2
n809	9	19	1	2
\DFF_111/Q_reg-SDFF-output-B	2	34	0	2
n810	9	33	1	2
\DFF_109/Q_reg-SDFF-output-B	2	36	0	3
n1736	17	36	2	4
n2158	17	31	2	4
\DFF_108/Q_reg-SDFF-output-B	2	31	0	2
\DFF_106/Q_reg-SDFF-output-B	2	27	0	3
n811	9	26	1	3
\DFF_105/Q_reg-SDFF-output-B	2	22	0	3
n812	9	21	1	3
\DFF_104/Q_reg-SDFF-output-B	2	17	0	2
n813	9	16	1	2
\DFF_103/Q_reg-SDFF-output-B	2	19	0	2
n814	9	18	1	2
\DFF_102/Q_reg-SDFF-output-B	2	14	0	2
n815	9	13	1	2
\DFF_101/Q_reg-SDFF-output-B	2	9	0	1
\DFF_100/Q_reg-SDFF-output-B	2	29	0	3
n1213	17	28	2	3
\DFF_99/Q_reg-SDFF-output-B	2	24	0	2
n816	9	23	1	2
\DFF_98/Q_reg-SDFF-output-B	2	19	0	2
\DFF_97/Q_reg-SDFF-output-B	2	21	0	1
\DFF_96/Q_reg-SDFF-output-B	2	38	0	3
n1362	90	9	9	1
\DFF_95/Q_reg-SDFF-output-B	2	39	0	3
n818	9	38	1	3
\DFF_94/Q_reg-SDFF-output-B	2	34	0	2
\DFF_93/Q_reg-SDFF-output-B	2	29	0	1
\DFF_92/Q_reg-SDFF-output-B	2	24	0	3
\DFF_91/Q_reg-SDFF-output-B	2	19	0	2
n1767	17	26	2	3
n819	9	18	1	2
\DFF_90/Q_reg-SDFF-output-B	2	24	0	3
\DFF_89/Q_reg-SDFF-output-B	2	19	0	2
\DFF_88/Q_reg-SDFF-output-B	2	37	0	5
n1727	17	29	2	4
n2152	29	17	4	2
\DFF_87/Q_reg-SDFF-output-B	2	32	0	4
n820	9	31	1	4
\DFF_86/Q_reg-SDFF-output-B	2	27	0	3
n821	9	26	1	3
\DFF_85/Q_reg-SDFF-output-B	2	22	0	2
\DFF_83/Q_reg-SDFF-output-B	2	31	0	4
n822	9	30	1	4
\DFF_82/Q_reg-SDFF-output-B	2	26	0	3
n823	9	25	1	3
\DFF_81/Q_reg-SDFF-output-B	2	21	0	3
\DFF_80/Q_reg-SDFF-output-B	2	30	0	4
n824	9	29	1	4
\DFF_79/Q_reg-SDFF-output-B	2	25	0	3
n825	9	24	1	3
\DFF_78/Q_reg-SDFF-output-B	2	20	0	2
n826	9	19	1	2
\DFF_77/Q_reg-SDFF-output-B	2	19	0	2
n827	9	18	1	2
\DFF_76/Q_reg-SDFF-output-B	2	47	0	5
n828	9	46	1	5
\DFF_75/Q_reg-SDFF-output-B	2	42	0	4
\DFF_74/Q_reg-SDFF-output-B	2	40	0	5
n829	9	39	1	5
\DFF_73/Q_reg-SDFF-output-B	2	35	0	4
n830	9	34	1	4
\DFF_72/Q_reg-SDFF-output-B	2	30	0	3
\DFF_71/Q_reg-SDFF-output-B	2	25	0	2
n831	9	24	1	2
\DFF_70/Q_reg-SDFF-output-B	2	20	0	1
n832	9	19	1	1
\DFF_69/Q_reg-SDFF-output-B	2	15	0	2
g7310	2	19	0	2
n1560	18	49	2	6
\DFF_68/Q_reg-SDFF-output-B	2	19	0	2
\DFF_67/Q_reg-SDFF-output-B	2	20	0	2
n1561	87	9	10	1
\DFF_66/Q_reg-SDFF-output-B	2	24	0	4
n2024	17	31	2	4
\DFF_65/Q_reg-SDFF-output-B	2	19	0	3
n1376	69	9	9	1
n833	9	18	1	3
\DFF_64/Q_reg-SDFF-output-B	2	14	0	2
\DFF_63/Q_reg-SDFF-output-B	2	9	0	1
\DFF_62/Q_reg-SDFF-output-B	2	43	0	5
n834	9	42	1	5
\DFF_61/Q_reg-SDFF-output-B	2	38	0	4
n835	9	37	1	4
\DFF_60/Q_reg-SDFF-output-B	2	33	0	3
n836	9	32	1	3
\DFF_59/Q_reg-SDFF-output-B	2	32	0	4
n1738	17	39	2	5
n837	9	31	1	4
\DFF_58/Q_reg-SDFF-output-B	2	27	0	4
n838	9	26	1	4
\DFF_57/Q_reg-SDFF-output-B	2	22	0	3
n839	9	21	1	3
\DFF_56/Q_reg-SDFF-output-B	2	17	0	2
n840	9	16	1	2
\DFF_55/Q_reg-SDFF-output-B	2	31	0	3
n1280	31	2	3	0
n1837	72	9	6	1
\DFF_54/Q_reg-SDFF-output-B	2	41	0	4
\DFF_53/Q_reg-SDFF-output-B	2	37	0	3
n842	9	36	1	3
\DFF_52/Q_reg-SDFF-output-B	2	32	0	2
n2096	9	96	1	11
n843	9	31	1	2
\DFF_51/Q_reg-SDFF-output-B	2	27	0	1
n844	9	26	1	1
\DFF_50/Q_reg-SDFF-output-B	2	42	0	4
\DFF_49/Q_reg-SDFF-output-B	2	37	0	3
n845	9	36	1	3
\DFF_48/Q_reg-SDFF-output-B	2	32	0	2
n846	9	31	1	2
\DFF_47/Q_reg-SDFF-output-B	2	27	0	2
n847	9	26	1	2
\DFF_46/Q_reg-SDFF-output-B	2	33	0	3
n848	9	32	1	3
\DFF_45/Q_reg-SDFF-output-B	2	38	0	4
n849	9	37	1	4
\DFF_44/Q_reg-SDFF-output-B	2	33	0	3
n850	9	32	1	3
\DFF_43/Q_reg-SDFF-output-B	2	28	0	2
\DFF_42/Q_reg-SDFF-output-B	2	29	0	3
n1966	17	36	2	4
\DFF_41/Q_reg-SDFF-output-B	2	24	0	2
\DFF_39/Q_reg-SDFF-output-B	2	19	0	2
n1836	14	2	1	0
\DFF_38/Q_reg-SDFF-output-B	2	14	0	1
\DFF_37/Q_reg-SDFF-output-B	2	28	0	2
n851	9	27	1	2
\DFF_36/Q_reg-SDFF-output-B	2	28	0	2
n1547	17	35	2	3
n852	9	27	1	2
\DFF_34/Q_reg-SDFF-output-B	2	27	0	3
n853	9	26	1	3
\DFF_33/Q_reg-SDFF-output-B	2	35	0	4
n1860	90	9	11	1
n854	9	34	1	4
\DFF_32/Q_reg-SDFF-output-B	2	30	0	4
n855	9	29	1	4
\DFF_31/Q_reg-SDFF-output-B	2	25	0	3
\DFF_30/Q_reg-SDFF-output-B	2	20	0	2
\DFF_29/Q_reg-SDFF-output-B	2	39	0	6
n856	9	38	1	6
\DFF_28/Q_reg-SDFF-output-B	2	34	0	5
n857	9	33	1	5
\DFF_27/Q_reg-SDFF-output-B	2	29	0	4
n858	9	28	1	4
\DFF_26/Q_reg-SDFF-output-B	2	24	0	3
\DFF_25/Q_reg-SDFF-output-B	2	19	0	2
n859	9	18	1	2
n860	9	24	1	2
\DFF_24/Q_reg-SDFF-output-B	2	25	0	2
\DFF_23/Q_reg-SDFF-output-B	2	20	0	1
\DFF_22/Q_reg-SDFF-output-B	2	36	0	4
\DFF_21/Q_reg-SDFF-output-B	2	31	0	3
n861	9	30	1	3
\DFF_20/Q_reg-SDFF-output-B	2	38	0	4
n1867	25	35	3	3
n862	9	32	1	3
\DFF_19/Q_reg-SDFF-output-B	2	33	0	3
\DFF_18/Q_reg-SDFF-output-B	2	28	0	2
\DFF_17/Q_reg-SDFF-output-B	2	37	0	5
n863	9	36	1	5
\DFF_16/Q_reg-SDFF-output-B	2	32	0	4
n864	9	31	1	4
\DFF_15/Q_reg-SDFF-output-B	2	27	0	3
n2827	26	33	2	4
\DFF_14/Q_reg-SDFF-output-B	2	22	0	2
g4897	21	33	2	4
\DFF_13/Q_reg-SDFF-output-B	2	38	0	4
n865	9	37	1	4
\DFF_12/Q_reg-SDFF-output-B	2	33	0	3
n866	9	32	1	3
\DFF_11/Q_reg-SDFF-output-B	2	28	0	2
\DFF_10/Q_reg-SDFF-output-B	2	24	0	3
\DFF_9/Q_reg-SDFF-output-B	2	19	0	2
\DFF_7/Q_reg-SDFF-output-B	2	32	0	4
n867	9	31	1	4
\DFF_6/Q_reg-SDFF-output-B	2	27	0	3
n2212	27	2	3	0
n868	9	26	1	3
\DFF_5/Q_reg-SDFF-output-B	2	28	0	5
n869	9	27	1	5
\DFF_4/Q_reg-SDFF-output-B	2	23	0	4
n2135	91	9	12	1
n870	9	22	1	4
\DFF_3/Q_reg-SDFF-output-B	2	18	0	3
n1973	17	25	2	4
\DFF_2/Q_reg-SDFF-output-B	2	13	0	2
\DFF_1/Q_reg-SDFF-output-B	2	8	0	1
g5660	21	9	3	1
troj63_0N1	99999998	99999998	99999998	99999998
\DFF_502/Q_reg-SDFF-output-A	2	4	0	0
\DFF_478/Q_reg-SDFF-output-A	3	38	0	4
\DFF_476/Q_reg-SDFF-output-A	2	4	0	0
\DFF_467/Q_reg-SDFF-output-A	3	35	0	4
\DFF_464/Q_reg-SDFF-output-A	2	4	0	0
\DFF_462/Q_reg-SDFF-output-A	2	4	0	0
\DFF_451/Q_reg-SDFF-output-A	2	4	0	0
\DFF_445/Q_reg-SDFF-output-A	3	40	0	4
\DFF_441/Q_reg-SDFF-output-A	3	12	0	1
\DFF_436/Q_reg-SDFF-output-A	3	31	0	3
\DFF_433/Q_reg-SDFF-output-A	3	32	0	3
\DFF_412/Q_reg-SDFF-output-A	3	22	0	3
\DFF_411/Q_reg-SDFF-output-A	2	4	0	0
\DFF_405/Q_reg-SDFF-output-A	3	32	0	3
\DFF_377/Q_reg-SDFF-output-A	2	4	0	0
\DFF_367/Q_reg-SDFF-output-A	3	30	0	3
\DFF_343/Q_reg-SDFF-output-A	3	30	0	4
\DFF_338/Q_reg-SDFF-output-A	3	30	0	3
\DFF_309/Q_reg-SDFF-output-A	3	42	0	5
\DFF_304/Q_reg-SDFF-output-A	3	16	0	2
\DFF_299/Q_reg-SDFF-output-A	3	11	0	1
\DFF_295/Q_reg-SDFF-output-A	2	4	0	0
\DFF_267/Q_reg-SDFF-output-A	3	27	0	3
\DFF_265/Q_reg-SDFF-output-A	3	25	0	3
\DFF_248/Q_reg-SDFF-output-A	3	37	0	4
\DFF_239/Q_reg-SDFF-output-A	3	28	0	3
\DFF_233/Q_reg-SDFF-output-A	3	35	0	3
\DFF_225/Q_reg-SDFF-output-A	3	35	0	4
\DFF_215/Q_reg-SDFF-output-A	3	46	0	6
\DFF_194/Q_reg-SDFF-output-A	3	25	0	3
\DFF_188/Q_reg-SDFF-output-A	3	11	0	1
\DFF_187/Q_reg-SDFF-output-A	2	4	0	0
\DFF_183/Q_reg-SDFF-output-A	3	30	0	3
\DFF_175/Q_reg-SDFF-output-A	3	30	0	3
\DFF_156/Q_reg-SDFF-output-A	3	10	0	1
\DFF_154/Q_reg-SDFF-output-A	2	4	0	0
\DFF_150/Q_reg-SDFF-output-A	2	4	0	0
\DFF_129/Q_reg-SDFF-output-A	2	4	0	0
\DFF_126/Q_reg-SDFF-output-A	3	11	0	1
\DFF_121/Q_reg-SDFF-output-A	3	38	0	5
\DFF_100/Q_reg-SDFF-output-A	2	4	0	0
\DFF_93/Q_reg-SDFF-output-A	3	42	0	4
\DFF_89/Q_reg-SDFF-output-A	3	22	0	3
\DFF_80/Q_reg-SDFF-output-A	3	16	0	2
\DFF_68/Q_reg-SDFF-output-A	3	10	0	1
\DFF_65/Q_reg-SDFF-output-A	3	28	0	3
\DFF_62/Q_reg-SDFF-output-A	2	4	0	0
\DFF_55/Q_reg-SDFF-output-A	3	12	0	1
\DFF_41/Q_reg-SDFF-output-A	3	38	0	2
\DFF_25/Q_reg-SDFF-output-A	3	37	0	4
\DFF_2/Q_reg-SDFF-output-A	3	30	0	3
n2488	2	4	0	0
n2301	2	4	0	0
\DFF_275/Q_reg-SDFF-output-A	3	5	0	0
n2481	2	7	0	0
n1596	3	11	0	1
n1149	32	3	3	0
g8352	35	3	4	0
g8349	43	3	4	0
g8347	18	3	2	0
g8340	18	3	2	0
g8335	40	3	5	0
g8331	18	3	2	0
g8328	34	3	4	0
g8323	18	3	2	0
g8318	25	3	3	0
g8316	18	3	2	0
g8313	15	3	2	0
g6304	3	11	0	1
g6299	3	11	0	1
g7306	3	11	0	1
g6837	3	11	0	1
n1597	3	11	0	1
g6312	3	11	0	1
g6311	3	11	0	1
g6310	3	11	0	1
g6309	3	11	0	1
g6308	3	11	0	1
g6307	3	11	0	1
g6306	3	11	0	1
g6305	3	11	0	1
g7323	3	11	0	1
g7322	3	11	0	1
g7319	3	11	0	1
g7318	3	11	0	1
g7316	3	11	0	1
g7314	3	11	0	1
g7312	3	11	0	1
g7311	3	11	0	1
g7308	3	11	0	1
g7307	3	11	0	1
g7305	3	11	0	1
g7334	3	11	0	1
g7333	3	11	0	1
g7332	3	11	0	1
g7331	3	11	0	1
g7330	3	11	0	1
g7328	3	11	0	1
g7324	3	11	0	1
n1359	3	11	0	1
n1365	3	11	0	1
g7749	3	11	0	1
g7748	3	11	0	1
g7747	3	11	0	1
g7335	3	11	0	1
g7329	3	11	0	1
g7327	3	11	0	1
n1593	3	5	0	0
g6825	3	11	0	1
n2479	2	8	0	0
n2864	3	3	0	0
n1542	26	2	2	0
g6302	3	12	0	1
\DFF_517/Q_reg-SDFF-output-A	3	45	0	4
n1237	32	9	5	1
n2131	64	9	7	1
\DFF_5/Q_reg-SDFF-output-A	3	22	0	2
\DFF_424/Q_reg-SDFF-output-A	3	22	0	2
n1906	45	9	6	1
n1025	18	12	2	2
n2090	70	9	7	1
n600	18	3	2	0
g6300	3	12	0	1
g7784	18	9	2	1
g7782	18	9	2	1
g7780	18	9	2	1
g7778	18	9	2	1
g7774	18	9	2	1
n1813	27	10	3	1
n1820	34	10	5	1
n608	34	3	4	0
g6836	3	12	0	1
n1245	62	9	7	1
n1762	42	14	5	2
n1177	75	9	10	1
n1148	24	18	3	2
n1856	52	9	7	1
n1749	36	9	4	1
n1102	68	9	8	1
n1484	25	2	2	0
n1402	18	9	2	1
n2143	41	10	4	1
n646	32	3	3	0
n1615	35	3	4	0
n1619	42	3	6	0
n650	3	11	0	1
n936	63	9	10	1
n1479	27	18	3	2
n957	75	9	10	1
n960	44	10	5	1
n1892	74	10	9	1
n1173	28	2	3	0
\DFF_331/Q_reg-SDFF-output-A	3	22	0	2
g3329	23	18	3	2
n1638	57	9	6	1
n958	62	10	8	1
n1383	61	9	8	1
n965	48	9	7	1
n1126	29	19	3	2
n1603	34	3	4	0
n1774	26	10	3	1
n1655	43	3	5	0
n1229	44	2	6	0
n1144	20	2	2	0
n930	64	10	10	1
n1895	63	9	10	1
n1043	31	19	5	2
n700	17	3	2	0
n1026	40	10	6	1
n922	78	9	10	1
n1912	52	10	8	1
n931	19	18	3	2
n1403	38	9	5	1
n1243	37	9	5	1
n1473	20	2	2	0
n1607	54	3	6	0
n1787	46	10	5	1
n1239	42	9	5	1
n1163	25	18	3	2
n1236	28	10	4	1
g6842	2	12	0	1
\DFF_471/Q_reg-SDFF-output-A	3	5	0	0
n1617	45	3	6	0
n1679	37	10	5	1
n1704	100	9	11	1
n1621	56	3	6	0
n1671	48	10	5	1
n1793	99	9	11	1
n2139	46	14	5	2
g6303	3	12	0	1
n1605	48	3	4	0
n1781	40	10	3	1
g6301	3	12	0	1
n1753	77	10	8	1
n1861	194	9	25	1
n1600	36	3	4	0
n1768	28	10	3	1
n1427	11	26	1	3
n1625	20	18	2	2
n1609	39	3	5	0
n1794	31	10	4	1
n1240	52	10	6	1
n1361	125	10	11	1
n552	24	34	2	4
\DFF_328/Q_reg-SDFF-output-A	3	36	0	4
n1668	32	9	3	1
n679	53	3	7	0
n2155	35	44	4	6
\DFF_105/Q_reg-SDFF-output-A	3	22	0	2
n770	15	3	2	0
n1559	18	53	2	6
n1152	20	2	2	0
\DFF_33/Q_reg-SDFF-output-A	3	22	0	2
n1543	26	2	2	0
n2136	225	9	27	1
\DFF_54/Q_reg-SDFF-output-A	3	26	0	2
\DFF_132/Q_reg-SDFF-output-A	3	22	0	2
n1235	48	9	4	1
n1253	24	19	3	2
n1773	136	9	15	1
n1780	99	9	11	1
n1754	104	9	12	1
n964	85	9	10	1
n1657	50	9	6	1
n1160	25	2	3	0
n1210	31	18	4	2
g6817	3	25	0	3
g6816	3	25	0	3
g6815	3	25	0	3
g6814	3	25	0	3
n1169	28	2	3	0
n1227	39	3	4	0
n706	62	3	7	0
n2200	12	31	1	3
n2190	9	38	1	4
n738	53	10	6	1
n1345	42	24	5	3
n1431	34	25	4	3
n1592	33	34	4	4
n1628	71	10	9	1
n2154	35	49	4	6
n1187	28	2	3	0
n1890	59	10	8	1
n1397	95	10	12	1
n1891	53	10	7	1
n1351	82	10	8	1
n1242	28	10	4	1
n1209	57	18	6	2
n1360	103	10	8	1
n1757	26	31	3	4
n1613	40	3	5	0
n1806	32	10	4	1
g4907	3	12	0	1
n1595	34	2	4	0
n1463	20	2	2	0
n1238	54	10	7	1
n1611	35	3	3	0
n1800	27	10	2	1
n1244	34	10	3	1
\DFF_125/Q_reg-SDFF-output-A	3	22	0	2
n633	88	10	10	1
n1965	86	27	10	4
n543	70	10	9	1
n1377	28	10	4	1
n1889	79	10	8	1
n1726	86	32	10	4
g6797	3	41	0	4
n841	32	3	3	0
n1943	75	3	6	0
n2095	171	9	21	1
n1241	46	9	5	1
n1201	60	9	6	1
n1835	25	10	3	1
n1366	105	10	8	1
n1546	28	27	3	3
n1465	28	2	3	0
n1340	84	10	12	1
n1246	43	10	6	1
n1367	85	10	9	1
n1765	115	10	13	1
n2129	36	34	3	4
n1388	33	19	3	2
n1386	93	10	9	1
n703	27	34	2	4
\DFF_53/Q_reg-SDFF-output-A	3	36	0	4
\DFF_291/Q_reg-SDFF-output-A	3	36	0	4
n1812	90	9	11	1
n1845	120	10	12	1
n1180	28	2	3	0
n1558	19	55	2	6
n1347	29	2	5	0
\DFF_0/Q_reg-SDFF-output-A	3	12	0	1
\DFF_502/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_478/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_476/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_467/Q_reg-SDFF-MUX21	6	20	0	3
\DFF_464/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_462/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_451/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_445/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_441/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_436/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_433/Q_reg-SDFF-MUX21	6	33	0	3
\DFF_412/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_411/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_405/Q_reg-SDFF-MUX21	6	33	0	3
\DFF_377/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_367/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_343/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_338/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_309/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_304/Q_reg-SDFF-MUX21	6	17	0	2
\DFF_299/Q_reg-SDFF-MUX21	6	12	0	1
\DFF_295/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_267/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_265/Q_reg-SDFF-MUX21	6	26	0	3
